commit,subject,scope heuristic,patch check against 54c676ebf,file count,paths
93237b4a745b14cb8bfe292053bf34adef652d29,fix(acp): wake agents from workflow messages (#6953),runtime/auth/data,conflict or missing prerequisite,10,.github/workflows/ci.yml | Justfile | crates/buzz-acp/README.md | crates/buzz-acp/src/lib.rs | crates/buzz-acp/src/relay.rs | crates/buzz-acp/src/setup_mode.rs | crates/buzz-relay/src/workflow_sink.rs | crates/buzz-workflow/src/action_sink.rs | crates/buzz-workflow/src/executor.rs | scripts/run-tests.sh
2f3dd850db3afe27e56f18cbcd3548eabdd9b9c2,fix(relay): reject a frame on its own acknowledgement channel (#6961),runtime/auth/data,conflict or missing prerequisite,13,crates/buzz-acp/src/relay.rs | crates/buzz-relay/src/connection.rs | crates/buzz-relay/src/lib.rs | crates/buzz-relay/src/rejection.rs | crates/buzz-relay/src/state.rs | desktop/src/shared/api/readOnlyRelayClient.ts | desktop/src/shared/api/readOnlyRelayClientPublishRejection.test.mjs | desktop/src/shared/api/relayClientPublishRejection.test.mjs | desktop/src/shared/api/relayClientSession.ts | desktop/src/shared/api/relayEventPublisher.ts | desktop/src/shared/api/relayRateLimitGate.ts | mobile/lib/shared/relay/relay_session.dart | mobile/test/shared/relay/relay_session_test.dart
5673c3307e248530beeea060da437350d3939a4b,feat(desktop): add protected-build Bestie experiment (#6902),build/release,conflict or missing prerequisite,16,.env.example | .github/workflows/ci.yml | desktop/package.json | desktop/scripts/build-protected-feature-artifacts.mjs | desktop/scripts/tauri-command.mjs | desktop/src/features/settings/ui/SettingsView.tsx | desktop/src/protectedFeatures/buildProtectedFeatureArtifacts.test.mjs | desktop/src/protectedFeatures/internal.ts | desktop/src/protectedFeatures/protectedFeatures.test.mjs | desktop/src/protectedFeatures/public.ts | desktop/src/protectedFeatures/tauriCommand.test.mjs | desktop/src/shared/features/manifest.ts | desktop/src/shared/features/useFeatureEnabled.ts | desktop/test-loader-hooks.mjs | desktop/tsconfig.json | desktop/vite.config.ts
cb3144999bebc4939cb15b2200b373281d493b52,add public descriptions to agent personas (#7126),client,conflict or missing prerequisite,81,desktop/src-tauri/src/commands/agent_config_tests.rs | desktop/src-tauri/src/commands/agent_discovery/relay_directory.rs | desktop/src-tauri/src/commands/agent_models_tests.rs | desktop/src-tauri/src/commands/agent_models_update.rs | desktop/src-tauri/src/commands/agents.rs | desktop/src-tauri/src/commands/agents_profile.rs | desktop/src-tauri/src/commands/agents_tests.rs | desktop/src-tauri/src/commands/personas/card.rs | desktop/src-tauri/src/commands/personas/create.rs | desktop/src-tauri/src/commands/personas/delete_cascade_tests.rs | desktop/src-tauri/src/commands/personas/inbound.rs | desktop/src-tauri/src/commands/personas/inbound/catalog_reconcile_tests.rs | desktop/src-tauri/src/commands/personas/inbound/inbound_tests.rs | desktop/src-tauri/src/commands/personas/mod.rs | desktop/src-tauri/src/commands/personas/pending.rs | desktop/src-tauri/src/commands/personas/sharing.rs | desktop/src-tauri/src/commands/personas/snapshot.rs | desktop/src-tauri/src/commands/personas/snapshot/fidelity_tests.rs | desktop/src-tauri/src/commands/personas/snapshot/import.rs | desktop/src-tauri/src/commands/personas/snapshot/tests.rs | desktop/src-tauri/src/commands/personas/update.rs | desktop/src-tauri/src/commands/personas/update/name_propagation_tests.rs | desktop/src-tauri/src/commands/team_snapshot.rs | desktop/src-tauri/src/commands/team_snapshot/tests.rs | desktop/src-tauri/src/commands/teams/adopt/apply.rs | desktop/src-tauri/src/commands/teams/adopt/tests.rs | desktop/src-tauri/src/commands/teams/pending/tests.rs | desktop/src-tauri/src/commands/teams/sharing/tests.rs | desktop/src-tauri/src/egress_guard_tests.rs | desktop/src-tauri/src/event_sync_team_catalog_tests.rs | desktop/src-tauri/src/managed_agents/agent_description.rs | desktop/src-tauri/src/managed_agents/agent_events.rs | desktop/src-tauri/src/managed_agents/agent_snapshot.rs | desktop/src-tauri/src/managed_agents/agent_snapshot_envelope.rs | desktop/src-tauri/src/managed_agents/agent_snapshot_tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader_tests.rs | desktop/src-tauri/src/managed_agents/definition_validation.rs | desktop/src-tauri/src/managed_agents/discovery/tests.rs | desktop/src-tauri/src/managed_agents/effective_config/tests.rs | desktop/src-tauri/src/managed_agents/global_config/tests.rs | desktop/src-tauri/src/managed_agents/mod.rs | desktop/src-tauri/src/managed_agents/nest/render_tests.rs | desktop/src-tauri/src/managed_agents/parallelism.rs | desktop/src-tauri/src/managed_agents/persona_events.rs | desktop/src-tauri/src/managed_agents/persona_events/tests.rs | desktop/src-tauri/src/managed_agents/personas.rs | desktop/src-tauri/src/managed_agents/personas/tests.rs | desktop/src-tauri/src/managed_agents/readiness.rs | desktop/src-tauri/src/managed_agents/restore.rs | desktop/src-tauri/src/managed_agents/runtime/test_fixtures.rs | desktop/src-tauri/src/managed_agents/runtime/tests.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/tests.rs | desktop/src-tauri/src/managed_agents/team_catalog/tests.rs | desktop/src-tauri/src/managed_agents/team_snapshot.rs | desktop/src-tauri/src/managed_agents/teams_tests.rs | desktop/src-tauri/src/managed_agents/types.rs | desktop/src-tauri/src/managed_agents/types/requests.rs | desktop/src-tauri/src/managed_agents/types/tests.rs | desktop/src-tauri/src/migration_avatar_tests.rs | desktop/src-tauri/src/persona_catalog.rs | desktop/src-tauri/src/persona_catalog_tests.rs | desktop/src-tauri/src/relay.rs | desktop/src-tauri/src/relay/tests.rs | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/lib/agentDescription.test.mjs | desktop/src/features/agents/lib/agentDescription.ts | desktop/src/features/agents/lib/personaCatalogRelay.ts | desktop/src/features/agents/ui/AgentDefinitionDialog.tsx | desktop/src/features/agents/ui/AgentDescriptionField.tsx | desktop/src/features/agents/ui/AgentIdentityCard.tsx | desktop/src/features/agents/ui/CommunityCatalogDialog.tsx | desktop/src/features/agents/ui/UnifiedAgentsSection.tsx | desktop/src/features/agents/ui/personaDialogState.test.mjs | desktop/src/features/agents/ui/personaDialogState.ts | desktop/src/features/agents/ui/usePersonaActions.ts | desktop/src/shared/api/personaTypes.ts | desktop/src/shared/api/tauriPersonas.test.mjs | desktop/src/shared/api/tauriPersonas.ts | desktop/src/shared/api/types.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/agents.spec.ts
b47b5a50127c080a74ed4de19a43534cd9a7b563,fix(desktop): back split thread headers (#7137),client,applies,3,desktop/src/shared/layout/AuxiliaryPanelHeader.tsx | desktop/src/shared/layout/auxiliaryPanelContext.test.mjs | desktop/tests/e2e/channel-shared-header-backdrop.spec.ts
4952f5810290d00a1dd9413235b39e9a7154acf6,docs: add review-proven failure-path & async-state rules to AGENTS.md (#7061),docs/tooling,conflict or missing prerequisite,3,AGENTS.md | ARCHITECTURE.md | TESTING.md
674c173eb7b2805864fd8375297c849c3a758f69,feat(buzz-acp): give each channel thread its own agent session (#6732),runtime/auth/data,conflict or missing prerequisite,10,.env.example | crates/buzz-acp/README.md | crates/buzz-acp/src/base_prompt.md | crates/buzz-acp/src/config.rs | crates/buzz-acp/src/lib.rs | crates/buzz-acp/src/pool.rs | crates/buzz-acp/src/queue.rs | crates/buzz-acp/src/scope.rs | crates/buzz-acp/src/session_model_channel.md | crates/buzz-acp/src/session_model_thread.md
9ab163190b4d4994a742a66d5fa4cae23c35fa4e,feat(db): add NIP-FI identity and final-admission schema foundation (#6994),runtime/auth/data,conflict or missing prerequisite,4,crates/buzz-db/src/runtime/migration.rs | migrations/0041_nip_fi_identity_foundation.sql | migrations/0042_nip_fi_authorization_foundation.sql | schema/schema.sql
0affe527e880ddd300ae7d4dac3f0600c79b4f5e,fix(model-capabilities): humanize databricks goose model names (#7135),runtime/auth/data,conflict or missing prerequisite,9,crates/buzz-agent/src/model_capabilities.rs | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/ui/AgentConfigFields.tsx | desktop/src/features/agents/ui/agentConfigControls.tsx | desktop/src/features/agents/ui/modelCapabilitiesCorpus.test.mjs | desktop/tests/e2e/agents.spec.ts | desktop/tests/e2e/global-agent-config-screenshots.spec.ts | scripts/model-capabilities.json | scripts/normative-corpus.json
4a9de1a3a121285ef475d630b2b5764044c02cde,feat(desktop): add isolated named demo builds (#6407),runtime/auth/data,conflict or missing prerequisite,29,Justfile | crates/buzz-agent/src/auth.rs | crates/buzz-agent/src/catalog.rs | crates/buzz-agent/src/lib.rs | crates/buzz-agent/src/llm.rs | crates/buzz-agent/src/mcp.rs | desktop/package.json | desktop/scripts/demo-build-config.mjs | desktop/scripts/demo-build-config.test.mjs | desktop/scripts/package-macos-dmg.sh | desktop/src-tauri/build.rs | desktop/src-tauri/src/app_state_keyring.rs | desktop/src-tauri/src/build_identity.rs | desktop/src-tauri/src/commands/agent_model_process.rs | desktop/src-tauri/src/commands/agent_models_databricks.rs | desktop/src-tauri/src/commands/project_repo_paths.rs | desktop/src-tauri/src/deep_link.rs | desktop/src-tauri/src/deep_link_tests.rs | desktop/src-tauri/src/huddle/models.rs | desktop/src-tauri/src/huddle/models_tests.rs | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/managed_agents/nest.rs | desktop/src-tauri/src/managed_agents/nest/tests.rs | desktop/src-tauri/src/managed_agents/reserved_env_keys.rs | desktop/src-tauri/src/managed_agents/runtime.rs | desktop/src-tauri/src/migration.rs | desktop/src-tauri/src/reset.rs | desktop/src-tauri/src/reset_demo_tests.rs | desktop/src/shared/deep-link.test.mjs
571c1902d0ca55cfd4ccf6b91eeb731909cc10be,fix(desktop): scope composer autocomplete to focus (#6860),client,conflict or missing prerequisite,16,desktop/src/features/forum/ui/ForumComposer.tsx | desktop/src/features/forum/ui/ForumComposerAutocompletes.tsx | desktop/src/features/messages/lib/useChannelLinks.ts | desktop/src/features/messages/lib/useComposerFocusOwnership.test.mjs | desktop/src/features/messages/lib/useComposerFocusOwnership.ts | desktop/src/features/messages/lib/useEmojiAutocomplete.ts | desktop/src/features/messages/lib/useMentions.ts | desktop/src/features/messages/lib/useRichTextEditor.ts | desktop/src/features/messages/ui/ChannelAutocomplete.tsx | desktop/src/features/messages/ui/ComposerAddressControls.tsx | desktop/src/features/messages/ui/EmojiAutocomplete.tsx | desktop/src/features/messages/ui/MentionAutocomplete.test.mjs | desktop/src/features/messages/ui/MentionAutocomplete.tsx | desktop/src/features/messages/ui/MessageComposer.tsx | desktop/src/features/messages/ui/MessageComposerAutocompletes.tsx | desktop/tests/e2e/persistent-agent-audience.spec.ts
59328d5ae38a51a618dd2fddd7faf1343d42096f,feat(desktop): add thread-scoped ACP session experiment (#6909),runtime/auth/data,conflict or missing prerequisite,45,crates/buzz-backend-kubernetes/tests/fixtures/provider-wire/deploy-full-launch.request.json | desktop/playwright.config.ts | desktop/src-tauri/src/app_state.rs | desktop/src-tauri/src/commands/agent_settings.rs | desktop/src-tauri/src/commands/agents.rs | desktop/src-tauri/src/commands/agents_deploy.rs | desktop/src-tauri/src/commands/agents_profile.rs | desktop/src-tauri/src/commands/workspace.rs | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/managed_agents/env_vars/tests.rs | desktop/src-tauri/src/managed_agents/mod.rs | desktop/src-tauri/src/managed_agents/reserved_env_keys.rs | desktop/src-tauri/src/managed_agents/restore.rs | desktop/src-tauri/src/managed_agents/runtime.rs | desktop/src-tauri/src/managed_agents/runtime/metadata.rs | desktop/src-tauri/src/managed_agents/runtime/tests.rs | desktop/src-tauri/src/managed_agents/session_policy.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/diff/tests.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/tests.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/tests_ext.rs | desktop/src-tauri/src/migration/backfill_tests.rs | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/lib/cancelTurnOutcome.test.mjs | desktop/src/features/agents/lib/cancelTurnOutcome.ts | desktop/src/features/agents/lib/liveSwitchOutcome.test.mjs | desktop/src/features/agents/lib/liveSwitchOutcome.ts | desktop/src/features/agents/ui/ModelPicker.tsx | desktop/src/features/channels/ui/AgentSessionThreadPanel.tsx | desktop/src/features/communities/useCommunityInit.ts | desktop/src/features/settings/ui/ExperimentalFeaturesCard.tsx | desktop/src/shared/api/agentControl.ts | desktop/src/shared/api/tauri.ts | desktop/src/shared/api/tauriWorkspace.ts | desktop/src/shared/api/types.ts | desktop/src/shared/features/manifest.test.mjs | desktop/src/shared/features/store.test.mjs | desktop/src/testing/e2eBridge.ts | desktop/src/testing/e2eBridgeSearch.test.mjs | desktop/src/testing/e2eBridgeSearch.ts | desktop/tests/e2e/agent-control-regressions.spec.ts | desktop/tests/e2e/experimental-features.spec.ts | desktop/tests/helpers/bridge.ts | desktop/tests/helpers/settings.ts | preview-features.json
114dbf745f1fe0bdbecb70e07a07f03c23687bdc,Add voice notes to desktop messages (#6978),build/release,conflict or missing prerequisite,47,desktop/playwright.config.ts | desktop/src-tauri/Cargo.toml | desktop/src-tauri/Info.plist | desktop/src-tauri/src/commands/media.rs | desktop/src-tauri/src/commands/media_download.rs | desktop/src-tauri/src/commands/media_fetch_cancellation.rs | desktop/src-tauri/src/commands/media_filename.rs | desktop/src-tauri/src/commands/media_transcode.rs | desktop/src-tauri/src/commands/media_voice_note.rs | desktop/src-tauri/src/commands/mod.rs | desktop/src-tauri/src/commands/qr_download.rs | desktop/src-tauri/src/lib.rs | desktop/src/features/channels/ui/ChannelPane.tsx | desktop/src/features/communities/useCommunityInit.ts | desktop/src/features/messages/lib/audioAttachment.test.mjs | desktop/src/features/messages/lib/audioAttachment.ts | desktop/src/features/messages/lib/audioMediaLoadScheduler.test.mjs | desktop/src/features/messages/lib/audioMediaLoadScheduler.ts | desktop/src/features/messages/lib/imetaMediaMarkdown.test.mjs | desktop/src/features/messages/lib/imetaMediaMarkdown.ts | desktop/src/features/messages/lib/useMediaUpload.ts | desktop/src/features/messages/lib/useVoiceNoteRecorder.test.mjs | desktop/src/features/messages/lib/useVoiceNoteRecorder.ts | desktop/src/features/messages/lib/videoReviewContext.test.mjs | desktop/src/features/messages/lib/videoReviewContext.ts | desktop/src/features/messages/lib/voiceNoteWav.test.mjs | desktop/src/features/messages/lib/voiceNoteWav.ts | desktop/src/features/messages/ui/AudioMessageAttachment.tsx | desktop/src/features/messages/ui/ComposerAddressControls.tsx | desktop/src/features/messages/ui/ComposerAttachments.tsx | desktop/src/features/messages/ui/ComposerEmojiPicker.tsx | desktop/src/features/messages/ui/MessageComposer.tsx | desktop/src/features/messages/ui/MessageComposer.types.ts | desktop/src/features/messages/ui/MessageComposerToolbar.tsx | desktop/src/features/messages/ui/MorphingPlayPauseIcon.tsx | desktop/src/features/messages/ui/VoiceNoteRecorder.tsx | desktop/src/features/messages/ui/useComposerVoiceNote.tsx | desktop/src/features/messages/ui/useMentionSendFlow.helpers.test.mjs | desktop/src/features/messages/ui/useMentionSendFlow.helpers.ts | desktop/src/features/messages/ui/useMentionSendFlow.ts | desktop/src/shared/api/tauriMedia.ts | desktop/src/shared/ui/markdown.test.mjs | desktop/src/shared/ui/markdown.tsx | desktop/src/shared/ui/markdown/imageActions.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/channels.spec.ts | desktop/tests/e2e/voice-note.spec.ts
bd73490418266f267d9bb3bdf13e64582adc8e80,ci: run PostgreSQL tests in isolated lane (#6730),runtime/auth/data,conflict or missing prerequisite,63,.config/nextest.toml | .github/workflows/ci.yml | CONTRIBUTING.md | crates/buzz-audit/src/service.rs | crates/buzz-db/TESTING.md | crates/buzz-db/src/lib.rs | crates/buzz-db/src/runtime/migration.rs | crates/buzz-db/src/runtime/mod.rs | crates/buzz-db/src/runtime/observability.rs | crates/buzz-db/src/runtime/replica_fence.rs | crates/buzz-db/src/runtime/tests.rs | crates/buzz-db/src/store/admin_moderation.rs | crates/buzz-db/src/store/allowlist.rs | crates/buzz-db/src/store/api_token.rs | crates/buzz-db/src/store/archived_identities.rs | crates/buzz-db/src/store/channel.rs | crates/buzz-db/src/store/channel_members.rs | crates/buzz-db/src/store/community.rs | crates/buzz-db/src/store/deletion.rs | crates/buzz-db/src/store/event.rs | crates/buzz-db/src/store/feed.rs | crates/buzz-db/src/store/git_repo.rs | crates/buzz-db/src/store/moderation.rs | crates/buzz-db/src/store/product_feedback.rs | crates/buzz-db/src/store/push.rs | crates/buzz-db/src/store/reaction.rs | crates/buzz-db/src/store/relay_admin_actions.rs | crates/buzz-db/src/store/relay_invite.rs | crates/buzz-db/src/store/relay_members.rs | crates/buzz-db/src/store/relay_operators.rs | crates/buzz-db/src/store/reminder.rs | crates/buzz-db/src/store/replaceable.rs | crates/buzz-db/src/store/thread.rs | crates/buzz-db/src/store/usage.rs | crates/buzz-db/src/store/user.rs | crates/buzz-db/src/store/workflow.rs | crates/buzz-db/src/test_support.rs | crates/buzz-deletion/src/lib.rs | crates/buzz-push-gateway/src/postgres.rs | crates/buzz-relay/src/api/admin/mod.rs | crates/buzz-relay/src/api/bridge.rs | crates/buzz-relay/src/api/git/policy.rs | crates/buzz-relay/src/api/git/transport.rs | crates/buzz-relay/src/api/invites.rs | crates/buzz-relay/src/api/operator.rs | crates/buzz-relay/src/handlers/command_executor.rs | crates/buzz-relay/src/handlers/ingest.rs | crates/buzz-relay/src/handlers/relay_admin.rs | crates/buzz-relay/src/lib.rs | crates/buzz-relay/src/main.rs | crates/buzz-relay/src/state.rs | crates/buzz-relay/src/test_support.rs | crates/buzz-relay/src/workflow_sink.rs | crates/buzz-search/tests/fts_integration.rs | crates/buzz-search/tests/postgres_fts_integration.rs | crates/buzz-workflow/src/lib.rs | scripts/check-postgres-test-discovery.py | scripts/postgres-test-packages.sh | scripts/postgres-test-run.sh | scripts/postgres-test-setup.sh | scripts/postgres-test-wrapper.sh | scripts/test-postgres-test-discovery.sh | scripts/test-postgres-test-wrapper.sh
ac4aa94b05417c2830e5489ddda0c87f6a9d1dbf,Hide download action on voice notes (#7182),client,conflict or missing prerequisite,2,desktop/src/features/messages/ui/AudioMessageAttachment.tsx | desktop/tests/e2e/voice-note.spec.ts
70895b355fcea9f99894b426c020052b715bd368,feat(buzz-auth): add production NIP-FI federated assertion runtime (#7109),build/release,conflict or missing prerequisite,15,ARCHITECTURE.md | Cargo.lock | Cargo.toml | crates/buzz-auth/Cargo.toml | crates/buzz-auth/src/lib.rs | crates/buzz-auth/src/nip_fi/config.rs | crates/buzz-auth/src/nip_fi/discovery.rs | crates/buzz-auth/src/nip_fi/jwks/mod.rs | crates/buzz-auth/src/nip_fi/jwks/tests.rs | crates/buzz-auth/src/nip_fi/mod.rs | crates/buzz-auth/src/nip_fi/startup/mod.rs | crates/buzz-auth/src/nip_fi/startup/tests.rs | crates/buzz-auth/src/nip_fi/verifier.rs | crates/buzz-auth/src/nip_fi/verifier/tests.rs | crates/buzz-core/src/network.rs
e17a0d44c379b2ae40b91b8ba43f9a9c5bede90f,fix(dev): keep the canonical profile when launching from desktop/ (#7143),build/release,conflict or missing prerequisite,3,.github/workflows/ci.yml | scripts/instance-env.sh | scripts/test-desktop-instance-detection.sh
cae158ce7fd72dee1f34d264f6790711d82d46bf,fix(dev-mcp): extend shell timeout cap to 20 minutes and align outer budgets (#7185),runtime/auth/data,applies,5,crates/buzz-acp/src/config.rs | crates/buzz-agent/README.md | crates/buzz-agent/src/config.rs | crates/buzz-dev-mcp/src/lib.rs | crates/buzz-dev-mcp/src/shell.rs
4365883151698cd30e31cf4091629543b61c2478,chore(ci): lower Codex security review effort (#7179),build/release,conflict or missing prerequisite,1,.github/workflows/codex-security-review.yml
b270437a62bc1049b27745799dc44268d0c23489,fix(mobile): isolate extension linker flags; complete iOS build in CI (#7187),build/release,conflict or missing prerequisite,2,.github/workflows/ci.yml | mobile/ios/Runner.xcodeproj/project.pbxproj
4794a5cecf058ebbe2b367f40b1ce6ff80791e91,ci: relax file-size ceilings by surface (#6485),client,conflict or missing prerequisite,33,AGENTS.md | desktop/scripts/check-file-sizes.mjs | desktop/scripts/file-size-policy.mjs | desktop/src-tauri/src/archive/metric_store.rs | desktop/src-tauri/src/archive/mod_agent_metric_tests.rs | desktop/src-tauri/src/archive/mod_tests.rs | desktop/src-tauri/src/archive/pipeline.rs | desktop/src-tauri/src/archive/retention.rs | desktop/src-tauri/src/archive/retention_tests.rs | desktop/src-tauri/src/archive/store_migration_tests.rs | desktop/src-tauri/src/archive/store_migrations.rs | desktop/src-tauri/src/archive/store_tests.rs | desktop/src-tauri/src/commands/agent_config_tests.rs | desktop/src-tauri/src/commands/personas/card/tests.rs | desktop/src-tauri/src/commands/personas/snapshot.rs | desktop/src-tauri/src/commands/personas/snapshot/import.rs | desktop/src-tauri/src/commands/personas/snapshot/tests_encode_size.rs | desktop/src-tauri/src/commands/personas/snapshot/tests_locked.rs | desktop/src-tauri/src/commands/personas/snapshot/tests_memory_entries.rs | desktop/src-tauri/src/managed_agents/agent_snapshot_tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader_tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader_tests_ext.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/tests_ext.rs | desktop/src-tauri/src/managed_agents/storage_tests.rs | desktop/src-tauri/src/managed_agents/teams_tests.rs | desktop/src/features/agents/AGENTS.md | mobile/lib/features/channels/channel_directory.dart | mobile/lib/features/channels/channels_provider.dart | mobile/scripts/check-file-sizes.mjs | mobile/scripts/file-size-policy.mjs | scripts/check-file-sizes-core.test.mjs | web/scripts/check-file-sizes.mjs | web/scripts/file-size-policy.mjs
42b42447b0dc47c3e1a4d95caab893567dcd1677,feat(mobile): prepare `buzz-push-gateway` for deployment (#7158),runtime/auth/data,conflict or missing prerequisite,13,crates/buzz-db/src/runtime/migration.rs | crates/buzz-db/src/runtime/tests.rs | deploy/charts/buzz-push-gateway/Chart.yaml | deploy/charts/buzz-push-gateway/templates/deployment.yaml | deploy/charts/buzz-push-gateway/tests/datadog-values.yaml | deploy/charts/buzz-push-gateway/tests/release-contract.sh | deploy/charts/buzz-push-gateway/tests/render.sh | deploy/charts/buzz-push-gateway/values-production.yaml | deploy/charts/buzz-push-gateway/values.schema.json | deploy/charts/buzz-push-gateway/values.yaml | docs/push-gateway-deployment.md | migrations/0043_push_gateway_dogfood_profile.sql | schema/schema.sql
e5a7e26a1008227ff6a0b9430a6df2470475bec1,fix(desktop): preserve keyring identity during recovery (#7203),client,applies,2,desktop/src-tauri/src/app_state.rs | desktop/src-tauri/src/app_state_tests.rs
5aed49b505a7e27f3b0e34dafa53d6c4e8cdcd64,feat(buzz-agent): add DatabricksAuthCoordinator single-flight OAuth (#5545),build/release,conflict or missing prerequisite,10,.github/workflows/ci.yml | Cargo.lock | Justfile | crates/buzz-agent/Cargo.toml | crates/buzz-agent/src/auth.rs | crates/buzz-agent/tests/bin/auth_worker.rs | crates/buzz-agent/tests/bin/lock_holder.rs | crates/buzz-agent/tests/databricks_auth_coordinator.rs | crates/buzz-agent/tests/fake_llm.rs | desktop/src-tauri/Cargo.lock
42aeb1571cc1f1ed4d73f05b420474be970021ab,feat(desktop): add Pi agent preset (#7208),runtime/auth/data,applies,7,crates/buzz-acp/README.md | desktop/public/harness-logos/CREDITS.md | desktop/public/harness-logos/pi.svg | desktop/src-tauri/src/managed_agents/discovery/presets.rs | desktop/src/features/onboarding/ui/RuntimeIcon.tsx | desktop/src/features/settings/ui/harnessCatalogCopy.test.mjs | desktop/src/features/settings/ui/harnessCatalogCopy.ts
beb76406c12ab8a7af9b2fcf7547c353e3369c34,feat(relay): add detailed readiness metrics (#7149),runtime/auth/data,conflict or missing prerequisite,10,crates/buzz-db/src/lib.rs | crates/buzz-db/src/runtime/mod.rs | crates/buzz-db/src/runtime/tests.rs | crates/buzz-relay/src/lib.rs | crates/buzz-relay/src/main.rs | crates/buzz-relay/src/metrics.rs | crates/buzz-relay/src/readiness.rs | crates/buzz-relay/src/router.rs | crates/buzz-relay/src/state.rs | deploy/charts/buzz/README.md
d4420eb47f9d48bd81358f928dfe6dee6804ac13,docs(nip-fi): rewrite NIP-FI as stateless OSS Buzz spec v2 (#7214),docs/tooling,conflict or missing prerequisite,6,docs/nips/NIP-FI-CONF.md | docs/nips/NIP-FI-DELEG.md | docs/nips/NIP-FI-EDGE.md | docs/nips/NIP-FI-LIFECYCLE.md | docs/nips/NIP-FI-MODEL.md | docs/nips/NIP-FI.md
560fea7b4fc5e96a4de45d988e039ffb3fd66662,feat: add databricks fable 5.1 model capabilities (#7213),runtime/auth/data,conflict or missing prerequisite,5,crates/buzz-agent/src/model_capabilities.rs | desktop/src/features/agents/ui/modelCapabilitiesCorpus.test.mjs | desktop/tests/e2e/global-agent-config-screenshots.spec.ts | scripts/model-capabilities.json | scripts/normative-corpus.json
1c8321cd08feb597f8bcff5195c21148fb3e98ed,fix(desktop): retain automatic mentions only in threads (#7144),client,conflict or missing prerequisite,19,desktop/src/features/channels/ui/ChannelPane.tsx | desktop/src/features/home/ui/InboxDetailPane.tsx | desktop/src/features/messages/lib/persistentAgentAudience.test.mjs | desktop/src/features/messages/lib/persistentAgentAudience.ts | desktop/src/features/messages/ui/ComposerAddressControls.test.mjs | desktop/src/features/messages/ui/ComposerAddressControls.tsx | desktop/src/features/messages/ui/MentionAutocomplete.test.mjs | desktop/src/features/messages/ui/MentionAutocomplete.tsx | desktop/src/features/messages/ui/MessageComposer.tsx | desktop/src/features/messages/ui/MessageComposer.types.ts | desktop/src/features/messages/ui/MessageThreadPanel.tsx | desktop/src/features/messages/ui/persistentAgentAudienceHosts.test.mjs | desktop/src/features/messages/ui/useAgentAddressLockPicker.test.mjs | desktop/src/features/messages/ui/useAgentAddressLockPicker.ts | desktop/src/features/messages/ui/useThreadAgentAudience.ts | desktop/src/features/settings/ui/AgentsSettingsPanel.tsx | desktop/tests/e2e/mentions.spec.ts | desktop/tests/e2e/persistent-agent-audience.spec.ts | desktop/tests/e2e/send-channel-binding.spec.ts
0e878664b08cdf7fb2d89d940bc2aa92cdc485f7,ci: split CI into reusable workflows (#7168),build/release,conflict or missing prerequisite,10,.github/workflows/_ci-clients.yml | .github/workflows/_ci-desktop-macos.yml | .github/workflows/_ci-desktop.yml | .github/workflows/_ci-relay.yml | .github/workflows/_ci-rust.yml | .github/workflows/_ci-security.yml | .github/workflows/ci.yml | scripts/test-ci-required-context-isolation.sh | scripts/test-rust-cache-contract-regressions.sh | scripts/test-rust-cache-contract.sh
2af9773d6271ce62cbe5dfbd28fbe5dd79372465,fix(acp): replace real user name in base prompt mention example (#7250),runtime/auth/data,applies,1,crates/buzz-acp/src/base_prompt.md
04babf02655440b4dfd37f2e2df605ead0a030d8,chore(db): drop Phase-A NIP-FI relay-side authority ledger (#7221),runtime/auth/data,conflict or missing prerequisite,9,crates/buzz-auth/src/nip_fi/config.rs | crates/buzz-auth/src/nip_fi/jwks/tests.rs | crates/buzz-auth/src/nip_fi/startup/tests.rs | crates/buzz-auth/src/nip_fi/verifier.rs | crates/buzz-auth/src/nip_fi/verifier/tests.rs | crates/buzz-db/src/runtime/migration.rs | docs/nips/NIP-FI.md | migrations/0044_drop_nip_fi_ledger.sql | schema/schema.sql
